GRAND,NAME,RIVER,STATE,YEAR,HEIGHT,LEN,AREA_SKM,CAP_MCM,DIS_AVG_LS,MAIN_USE,QUALITY,LONG,LAT
929,Johnson Lake Dam,Trib. Platte River,Nebraska,1941,14,1519,8.41,72.8,28,Hydroelectricity,2: Good,-99.843679,40.677414
931,Elwood Dam,Trib. Plum Creek,Nebraska,1976,39,1244,2.75,56.7,32,Irrigation,2: Good,-99.853071,40.634268
861,Lac Qui Parle Dam,Minnesota,Minnesota,1939,11,1319,23.37,151.5,38374,Flood control,2: Good,-95.874081,45.02737
863,Wissota,Chippewa,Wisconsin,1917,24,2377,20.53,69.1,151562,Hydroelectricity,2: Good,-91.339338,44.938059
858,Marsh Lake Dam,Minnesota,Minnesota,1942,9,2957,17.56,112.2,24612,Fisheries,2: Good,-96.091121,45.174204
860,Otter Lake,Otter Creek,Wisconsin,1969,8,366,2.55,18.5,708,Recreation,2: Good,-90.952615,45.088626
855,Holcombe,Chippewa,Wisconsin,1907,18,1859,11.48,56.7,131237,Hydroelectricity,2: Good,-91.126128,45.224486
850,Chetek,Chetek,Wisconsin,1925,5,79,11.63,42.1,5057,Hydroelectricity,2: Good,-91.643751,45.314936
845,Richmond,Foot Creek,South Dakota,1935,16,472,2.45,24.4,294,Recreation,2: Good,-98.594866,45.534508
846,Flambeau,Flambeau,Wisconsin,1951,28,1518,7.12,58.2,53610,Hydroelectricity,2: Good,-91.046074,45.492105
847,Lower Balsam Lake,Balsam Branch,Wisconsin,1916,12,67,7.45,27.5,1157,Hydroelectricity,2: Good,-92.450185,45.449561
848,Mina,Snake Creek,South Dakota,1934,10,110,2.44,23.4,165,Recreation,2: Good,-98.732375,45.443722
838,Sauk Center,Sauk River,Minnesota,1935,7,28,8.25,31.8,5063,,2: Good,-94.953502,45.740766
840,Long Lake,Brill,Wisconsin,1913,5,175,13.16,43.2,1975,Recreation,2: Good,-91.682839,45.668984
835,Houghton Dam,James River,South Dakota,1938,3,1067,7,13,28703,Fisheries,2: Good,-98.253125,45.778116
893,Angostura,Cheyenne River,South Dakota,1948,59,581,16.25,101.6,34081,Irrigation,2: Good,-103.435489,43.342073
894,Oglala Dam,White Clay Creek,South Dakota,1941,24,792,1.41,22.6,949,Irrigation,2: Good,-102.739557,43.173727
895,Gavins Point Dam,Missouri,South Dakota,1958,23,2652,84.87,666.1,950348,Flood control,2: Good,-97.483244,42.850337
896,Whitney Dam 1,White River,Nebraska,1922,6,1128,3.34,17.3,16,Irrigation,2: Good,-103.285438,42.785418
889,Mitchell,Trib. Missouri,South Dakota,1928,17,402,2.29,24.2,5810,Water supply,2: Good,-98.027712,43.743076
891,Albert Lea Lake,Shell Rock River,Minnesota,1923,5,37,10.34,19.7,3465,Other,2: Good,-93.306256,43.614589
892,Lake Redstone,Big Creek,Wisconsin,1967,15,183,1.91,18.7,683,Recreation,2: Good,-90.094792,43.589786
885,Deerfield,Castle Creek,South Dakota,1946,52,580,1.42,19.1,351,Water supply,2: Good,-103.786348,44.027173
886,Sheridan Lake,Spring Creek,South Dakota,1939,41,259,1.2,27.2,530,Recreation,2: Good,-103.45314,43.974286
881,Shetek Lake Outlet,Des Moines River,Minnesota,1925,4,35,14.66,37.1,2506,Other,2: Good,-95.690738,44.08269
882,Pactola,Rapid Creek,South Dakota,1958,75,580,2.75,173.8,1421,Water supply,2: Good,-103.490625,44.072917
884,Big Bend Dam,Missouri,South Dakota,1963,29,3222,228.45,2343.6,986072,Flood control,2: Good,-99.448646,44.039785
878,Sprague Mather,Branch of Yellow River,Wisconsin,1940,5,10461,4.28,19.7,1401,Flood control,2: Good,-90.186503,44.144417
880,Rapidan,Blue Earth,Minnesota,1910,22,126,0.83,10.3,37705,Hydroelectricity,2: Good,-94.106928,44.089199
870,Oahe Dam,Missouri,South Dakota,1966,75,2835,1092.54,29110,965451,Flood control,2: Good,-100.39797,44.456316
871,Hatfield,Black,Wisconsin,1908,30,945,3.24,18.6,32702,Hydroelectricity,2: Good,-90.722883,44.41455
872,Keyhole,Belle Fourche River,Wyoming,1951,51,582,15.04,229.2,9632,Irrigation,2: Good,-104.78125,44.379972
865,Menomonie,Red Cedar,Wisconsin,1957,11,203,4,32.1,39893,Hydroelectricity,2: Good,-91.926469,44.885236
866,Dells,Chippewa,Wisconsin,1878,12,189,1.83,14.9,156266,Hydroelectricity,2: Good,-91.511917,44.828699
867,Altoona,Eau Claire,Wisconsin,1938,13,73,3.07,17.3,21376,Recreation,2: Good,-91.44241,44.817096
868,Belle Fourche,Belle Fourche River,South Dakota,1910,37,584,28.89,228.5,1427,Irrigation,2: Good,-103.677318,44.735438
796,Lizzie Lake,Pelican River,Minnesota,1938,2,18,14.44,28.6,2732,Other,2: Good,-96.026194,46.614305
789,Sandy Lake Dam and Lock,Sandy River,Minnesota,1895,7,33,29.72,97.9,12413,Navigation,2: Good,-93.321528,46.783615
792,Pine River Dam,Pine River,Minnesota,1886,7,473,51.33,231.5,7477,Fisheries,2: Good,-94.112119,46.670135
782,Height Of Land Lake,Otter Tail River,Minnesota,1938,4,18,15.08,29.6,1931,Other,2: Good,-95.635075,46.881228
784,Dickinson,Heart River,North Dakota,1949,20,581,1.83,11,2018,Irrigation,2: Good,-102.828566,46.867223
778,Fish Lake,Beaver,Minnesota,1911,6,232,10.74,51.5,4275,Hydroelectricity,2: Good,-92.276042,46.9555
780,Jamestown,James River,North Dakota,1952,34,580,7.35,42.8,7046,Irrigation,2: Good,-98.709425,46.932526
773,Boulder Lake,Otter,Minnesota,1919,6,448,11.21,37.4,3516,Hydroelectricity,2: Good,-92.203247,47.053208
774,Baldhill,Sheyenne River,North Dakota,1950,18,549,19.8,192.4,18486,Flood control,2: Good,-98.079898,47.036297
775,Island Lake,Cloquet,Minnesota,1915,17,268,31.66,218.3,24461,Hydroelectricity,2: Good,-92.225209,46.992107
770,Nelson Lake Dam,Square Butte Creek,North Dakota,1967,20,671,2.07,24.8,699,Other,2: Good,-101.206857,47.068772
772,Little Bemidji Lake,Otter Tail River,Minnesota,1938,3,15,6.58,16.4,752,Other,2: Good,-95.543158,47.056865
829,Knife Lake,Knife River,Minnesota,1983,7,221,4.76,14,1744,Fisheries,2: Good,-93.321831,45.949031
830,Chippewa Reservoir,Chippewa,Wisconsin,1923,14,393,55.89,283.7,25768,Hydroelectricity,2: Good,-91.071875,45.891129
832,Elm Lake Dam,Elm River,South Dakota,1937,16,351,3.41,35.5,295,Water supply,2: Good,-98.707124,45.853285
828,Geneva Lake,Trib. Long Prairie River,Minnesota,1936,2,5,25.1,23,2121,Other,2: Good,-95.336458,45.981691
822,Turtle Dam,North Fork of Flambeau River,Wisconsin,1926,8,-99,60.38,294.8,23727,Hydroelectricity,2: Good,-90.225682,46.069294
823,Moose Lake 1,West Fork of Chippewa River,Wisconsin,1925,7,152,6.03,33.9,7285,Recreation,2: Good,-91.075405,46.032288
817,Minong Flowage,Totagatic,Wisconsin,1937,9,91,5.29,28.4,6947,Recreation,2: Good,-91.932183,46.123552
819,Totagatic,Totagatic,Wisconsin,1937,6,169,10.51,46.9,1255,Recreation,2: Good,-91.510412,46.097912
815,Saint Croix,Saint Croix,Wisconsin,1936,5,896,8.88,22.2,9242,Recreation,2: Good,-91.92962,46.254774
805,Gile Reservoir,West Fork of Montreal River,Wisconsin,1940,9,340,12.95,67.8,3317,Water supply,2: Good,-90.225561,46.425273
806,Gull Lake,Gull River,Minnesota,1912,5,84,44.44,92.9,3437,Flood control,2: Good,-94.358021,46.414653
808,Brainerd,Mississippi,Minnesota,1950,6,122,8.86,16,119874,Hydroelectricity,2: Good,-94.183802,46.378651
734,Pool 27,Thief River,Minnesota,1938,5,305,21,75.6,6656,Other,2: Good,-96.006034,48.315208
735,Lake Alice Dam,Trib. Mauvais Coulee,North Dakota,1942,4,413,13.74,14.4,1261,Fisheries,2: Good,-99.176208,48.283068
736,Nett Lake,Nett Lake,Minnesota,1987,4,49,29.44,72.8,2647,Recreation,2: Good,-93.1634,48.10506
731,Kettle Falls,Namakan River,Minnesota,1914,8,40,826.48,866.5,311645,Recreation,2: Good,-93.35603,48.618953
766,Arrowwood Dam,James,North Dakota,1937,2,401,6.44,10.4,5991,Other,2: Good,-98.857866,47.257722
767,Leech Lake Dam,Leech River,Minnesota,1885,4,1010,412.55,838.8,17440,Recreation,2: Good,-94.223518,47.251782
768,Pokegama Lake Dam,Mississippi,Minnesota,1884,5,117,36,148,51311,Recreation,2: Good,-93.588285,47.251326
763,Whiteface Lake,Skunk,Minnesota,1922,11,416,17.1,57.9,6944,Hydroelectricity,2: Good,-92.189105,47.282541
758,Winnibigoshish Dam,Mississippi,Minnesota,1884,7,293,248.33,678.4,20379,Water supply,2: Good,-94.053087,47.428657
753,Garrison Dam,Missouri,North Dakota,1953,64,3444,1126.82,30220,803718,Flood control,2: Good,-101.432292,47.50613
754,South Dam,Trib. St. Louis River,Minnesota,1954,12,965,4.32,33.1,5786,Water supply,2: Good,-92.18125,47.49096
755,West Two Rivers,West Two River,Minnesota,1966,12,219,4.01,19.7,1313,Water supply,2: Good,-92.681281,47.465073
750,Movil Lake,Turtle River,Minnesota,1938,4,17,9.36,23.5,678,Other,2: Good,-94.837269,47.595953
741,Gabbro Lake 1,Isabella River,Minnesota,1924,4,26,8.92,12.7,16905,Flood control,2: Good,-91.610417,47.860348
744,Birch Lake,Kawishiwi,Minnesota,1922,2,-99,25.7,48.9,35092,Recreation,2: Good,-91.784897,47.813354
739,Winton,Kawishiwi,Minnesota,1923,20,223,9.91,21.7,41338,Hydroelectricity,2: Good,-91.730353,48.000648
740,Lower Red Lake Dam,Red Lake River,Minnesota,1931,5,11125,1141.61,4228.4,17914,Flood control,2: Good,-95.272214,47.956032
669,Morena,Cottonwood Creek,California,1912,55,168,4.41,61.9,704,Water supply,2: Good,-116.546415,32.686213
670,Barrett,Cottonwood Creek,California,1922,49,229,1.87,55.2,1628,Water supply,2: Good,-116.669379,32.681268
671,Savage,Otay River,California,1919,45,229,3.28,61.1,705,Water supply,2: Good,-116.927368,32.614817
665,El Capitan,San Diego River,California,1934,72,357,3.56,139.1,1898,Water supply,2: Good,-116.80847,32.884047
666,Chet Harritt,Quail Can Creek,California,1962,61,340,0.6,12.1,9,Irrigation,2: Good,-116.887722,32.863326
667,Lake Loveland,Sweetwater River,California,1945,62,187,0.78,31.3,904,Irrigation,2: Good,-116.786458,32.785255
668,Sweetwater Main,Sweetwater River,California,1888,34,213,2.83,34.2,1688,Irrigation,2: Good,-117.004901,32.692771
662,San Vicente,San Vicente Creek,California,1943,62,287,4.05,111.3,701,Water supply,2: Good,-116.927083,32.914817
663,Senator Wash,Senator Wash,California,1965,29,581,0.94,13.2,13,Hydroelectricity,2: Good,-114.481181,32.90664
664,Caballo,Rio Grande,New Mexico,1937,29,583,28.27,285.6,39193,Irrigation,2: Good,-107.293998,32.898365
658,Sutherland,Santa Ysabel Creek,California,1954,49,311,0.91,35.8,571,Water supply,2: Good,-116.785417,33.117158
659,Lake Hodges,San Dieguito River,California,1918,40,222,2.88,46.5,3091,Water supply,2: Good,-117.126268,33.0464
660,Ramona,Green Val Road Creek,California,1988,69,296,0.34,15,7,Irrigation,2: Good,-116.996195,33.02452
653,Mormon Flat,Salt River,Arizona,1924,68,579,2.38,71.4,11193,,2: Good,-111.439583,33.550863
654,Vail,Temecula Creek,California,1949,46,240,2.45,62.9,3677,Irrigation,2: Good,-116.975529,33.496395
655,Henshaw,San Luis Rey River,California,1923,37,198,4.03,61.7,2145,Irrigation,2: Good,-116.759717,33.239908
649,Lake Hemet,Trib. San Jacinto River,California,1895,41,99,1.46,17.3,513,Irrigation,2: Good,-116.705346,33.662039
650,Horse Mesa,Salt River,Arizona,1926,93,579,9,302.3,10745,,2: Good,-111.343282,33.591111
651,Robert A. Skinner,Tucalota Creek,California,1973,33,1570,3.61,54,546,Water supply,2: Good,-117.07134,33.585522
652,Stewart Mountain,Salt River,Arizona,1929,63,580,4.1,84.9,11529,Irrigation,2: Good,-111.532292,33.569649
646,Railroad Canyon,San Jacinto River,California,1928,29,180,1.15,14.3,8515,Irrigation,2: Good,-117.274653,33.677736
647,Theodore Roosevelt,Salt River,Arizona,1911,109,580,40.29,1641.8,10399,Irrigation,2: Good,-111.156236,33.677097
641,Big Lake,Black River,Arizona,1964,10,148,1.83,12.5,2,Recreation,2: Good,-109.416534,33.88768
642,Mathews,Trib. Cajalco Creek,California,1938,80,1988,9.4,224.5,437,Irrigation,2: Good,-117.447788,33.851682
643,Perris,Bernasconi Pass,California,1973,40,3536,8.49,162.1,106,Irrigation,2: Good,-117.182292,33.844532
644,Bartlett,Verde River,Arizona,1938,95,580,4.63,219.6,22056,Water supply,2: Good,-111.629844,33.817207
605,Terminus Dam,Kaweah River,California,1962,78,724,3.63,176.4,13449,Flood control,2: Good,-119.001457,36.418267
607,Haiwee,Rose Valley,California,1913,25,474,2.93,57.5,280,Irrigation,2: Good,-117.948226,36.139904
608,Lake Las Vegas,Las Vegas Wash,Nevada,1997,59,1463,1.07,13.1,740,Recreation,2: Good,-114.911491,36.11878
601,Navajo,San Juan River,New Mexico,1962,123,582,52.18,1278,43946,Irrigation,2: Good,-107.609481,36.801492
603,Heron,Willow Creek,New Mexico,1970,84,580,23.09,493.4,5368,Water supply,2: Good,-106.70481,36.666231
604,El Vado Reservoir Dam,Rio Chama,New Mexico,1935,53,404,11.18,270.8,6236,Irrigation,2: Good,-106.732989,36.594947
597,Glen Canyon,Colorado River,Arizona,1963,216,580,120.75,25070,562446,Hydroelectricity,2: Good,-111.485228,36.939635
599,Costilla Dam,Rio Costilla,New Mexico,1920,43,238,1.32,19.5,109,Irrigation,2: Good,-105.278125,36.877279
600,Pine Flat Dam,Kings River,California,1954,134,561,15.41,1233.5,42704,Flood control,2: Good,-119.321848,36.831978
593,Courtright,Helms Creek,California,1958,96,263,3.92,151.7,1186,Hydroelectricity,2: Good,-118.973044,37.081222
594,Tinemaha,Owens River,California,1928,10,1768,2.58,20.2,30389,Water supply,2: Good,-118.221648,37.053543
595,Friant,San Joaquin River,California,1942,97,582,15.8,535.1,42255,Irrigation,2: Good,-119.702082,37.002085
596,Wishon Main,North Fork of Kings River,California,1958,81,1006,2.2,159.1,4780,Hydroelectricity,2: Good,-118.967372,37.003905
589,Big Creek 7,San Joaquin River,California,1951,71,272,1.21,43.2,32919,Water supply,2: Good,-119.450339,37.144915
590,Shaver Lake,Stevenson Creek,California,1927,55,661,7.78,166.9,798,Water supply,2: Good,-119.301896,37.14375
592,Hidden Dam,Fresno River,California,1975,56,1747,3.68,111,6778,Flood control,2: Good,-119.881035,37.110637
585,Buchanan Dam,Chowchilla River,California,1975,66,532,5.26,185,6694,Flood control,2: Good,-119.984278,37.219517
586,Sabrina,Middle Fork of Bishop Creek,California,1908,21,274,0.53,10.3,439,Irrigation,2: Good,-118.614878,37.209426
587,Quail Creek,Quail Creek,Utah,1984,64,273,2.29,55.6,567,Irrigation,2: Good,-113.382203,37.185529
581,Florence Lake,South Fork of San Joaquin River,California,1926,45,947,1.88,79.4,4479,Water supply,2: Good,-118.970118,37.272603
582,Gunlock,Santa Clara River,Utah,1970,36,427,0.69,18.5,1955,Hydroelectricity,2: Good,-113.77703,37.252699
583,La Jara,La Jara Creek,Colorado,1904,12,396,3.16,31.1,350,Recreation,2: Good,-106.341351,37.245224
584,Huntington Lake 1,Big Creek,California,1917,52,399,4.79,109.6,2399,Water supply,2: Good,-119.216391,37.233163
577,Terrace,Alamosa River,Colorado,1911,55,366,0.79,25.1,2060,Irrigation,2: Good,-106.285638,37.357802
578,Platoro,Conejos River,Colorado,1950,52,580,3.1,66,1238,Irrigation,2: Good,-106.545704,37.350215
579,Mammoth Pool,San Joaquin River,California,1960,124,250,2.72,151.7,24515,Water supply,2: Good,-119.317006,37.324723
580,Crane Val Stor,North Fork of Willow Creek,California,1910,44,573,3.81,56,1558,Water supply,2: Good,-119.527037,37.293805
637,Westlake Reservoir,Tree Springs Creek,California,1972,48,427,0.41,11.3,8,Irrigation,2: Good,-118.83439,34.12748
638,Stone Canyon,Stone Canyon Creek,California,1924,57,351,0.42,12.8,17,Water supply,2: Good,-118.452968,34.107268
639,Puddingstone,Walnut Creek,California,1928,45,822,0.84,20.2,98,Water supply,2: Good,-117.805208,34.089251
633,Wood Ranch,Trib. Arroyo Simi,California,1965,45,311,0.75,13.6,4,Water supply,2: Good,-118.827083,34.239583
635,Morris,San Gabriel River,California,1935,75,229,0.95,33.9,3516,Water supply,2: Good,-117.880482,34.177299
636,Encino,Encino Creek,California,1924,51,564,0.47,12.1,23,Water supply,2: Good,-118.514583,34.147035
629,Parker,Colorado River,Arizona,1938,98,580,60.79,803,519260,Water supply,2: Good,-114.138725,34.29867
630,Copper Basin,Copper Basin,California,1938,56,81,1.41,27.1,12,Water supply,2: Good,-114.223546,34.285377
631,Lake Arrowhead,Little Bear Creek,California,1922,58,219,2.31,59.2,90,Irrigation,2: Good,-117.170284,34.263041
632,Bear Valley,Bear Creek,California,1911,24,110,10.36,91.3,552,Irrigation,2: Good,-116.975708,34.242682
625,Santa Felicia,Piru Creek,California,1955,65,389,3.62,108.5,6722,Water supply,2: Good,-118.753391,34.462147
626,Casitas,Coyote Creek,California,1959,102,581,8.84,309.4,506,Irrigation,2: Good,-119.335644,34.373168
627,Lyman,Little Colorado River,Arizona,1912,23,244,2.67,54.9,878,Irrigation,2: Good,-109.380173,34.368424
628,Lower San Fernando,San Fernando Creek,California,1918,38,561,0.73,12.3,159,Water supply,2: Good,-118.481293,34.29787
621,Bouquet Canyon,Bouquet Creek,California,1934,58,360,2.04,45,150,Water supply,2: Good,-118.384479,34.578113
622,Elderberry,Castaic Creek,California,1974,55,590,1.33,35,1095,Irrigation,2: Good,-118.632367,34.562378
624,Castaic,Castaic Creek,California,1973,104,1585,7.31,399.3,2248,Irrigation,2: Good,-118.605333,34.520378
617,Upper Lake Mary,Walnut Creek,Arizona,1941,13,258,2.37,26,166,Water supply,2: Good,-111.533878,35.07962
620,Bradbury,Santa Ynez River,California,1953,85,582,9.55,212.8,5803,Water supply,2: Good,-119.979533,34.585417
616,Davis Bor,Colorado River,Arizona,1952,61,580,98.68,2242.9,507351,Hydroelectricity,2: Good,-114.572791,35.20227
609,Success Dam,Tule River,California,1961,48,1064,3.56,101.5,6929,Flood control,2: Good,-118.92174,36.062301
610,Hoover,Colorado River,Nevada,1935,223,580,580.95,36700,586683,Water supply,2: Good,-114.735006,36.018191
611,Storrie Dam,Gallinas Creek,New Mexico,1921,26,454,3.85,29,4,Irrigation,2: Good,-105.228825,35.665523
612,Isabella Dam,Kern River,California,1953,56,517,23.79,700.6,31489,Flood control,2: Good,-118.481266,35.648325
541,Blue Mesa,Gunnison River,Colorado,1965,119,580,30.23,923.2,52371,Hydroelectricity,2: Good,-107.333611,38.45367
542,Morrow Point,Gunnison River,Colorado,1967,143,579,2,52,54443,Irrigation,2: Good,-107.53435,38.451537
544,New Spicer Meadow,Highland Creek,California,1989,81,610,4,238.1,1649,Hydroelectricity,2: Good,-119.997266,38.393724
537,Crawford,Iron Creek,Colorado,1961,49,579,1.16,17.2,866,Irrigation,2: Good,-107.604956,38.68814
539,Johnson,Fremont River,Utah,1910,9,137,2.57,18.9,80,Irrigation,2: Good,-111.632587,38.610157
540,Onion Valley,Iron Creek,Colorado,1954,34,124,0.62,12.8,242,Irrigation,2: Good,-107.588549,38.602746
533,Eleven Mile Canyon,South Platte River,Colorado,1932,46,114,12.36,157.9,2504,Water supply,2: Good,-105.478234,38.902254
536,Taylor Park,Taylor Park,Colorado,1937,63,188,5.86,131,3353,Irrigation,2: Good,-106.604289,38.820602
529,Antero,South Fork of South Platte River,Colorado,1909,16,1277,9.12,141.8,632,Water supply,2: Good,-105.895655,38.989297
530,Spinney Mountain,South Platte River,Colorado,1982,29,1257,6.14,102.7,2405,Water supply,2: Good,-105.623608,38.97361
531,Paonia,,Colorado,1961,61,580,0.82,20.4,3694,Irrigation,2: Good,-107.350889,38.942351
532,North Catamount,North Catamount Creek,Colorado,1959,64,396,0.75,18.6,21,Water supply,2: Good,-105.069792,38.922302
525,Scipio Lake,Round Valley Creek,Utah,1936,5,297,4.11,14.4,485,Irrigation,2: Good,-112.053324,39.12119
526,Millsite,Ferron Creek,Utah,1971,35,1265,1.19,24.7,85,Irrigation,2: Good,-111.190106,39.101848
527,Weber Dam,Walker River,Nevada,1935,14,579,2.01,18.4,13234,Irrigation,2: Good,-118.861185,39.044175
528,Clear Creek,Clear Creek,Colorado,1910,24,869,1.3,16.7,2689,Water supply,2: Good,-106.245677,39.021027
521,Vega,Plateau Creek,Colorado,1958,49,581,2.63,41.1,294,Irrigation,2: Good,-107.809638,39.222856
522,Cheesman,South Platte River,Colorado,1905,67,216,2.67,107.6,4775,Water supply,2: Good,-105.273882,39.210039
523,Gunnison,San Pitch River,Utah,1889,12,378,5.21,30.8,5688,Irrigation,2: Good,-111.707708,39.207266
524,Marlette Lake Dam,Marlette Creek,Nevada,1950,15,88,1.53,15.7,67,Water supply,2: Good,-119.90502,39.173654
517,Ruedi,Fryingpan River,Colorado,1967,88,580,3,160.4,2815,Irrigation,2: Good,-106.814496,39.364977
518,Joes Valley,Seely Creek,Utah,1965,59,580,3.89,67.7,293,Irrigation,2: Good,-111.272992,39.289893
519,Sugar Loaf,Lake Fork of Arkansas River,Colorado,1967,49,581,6.42,167.2,256,Irrigation,2: Good,-106.371408,39.253663
520,Giroux Tailings Impoundment,Giroux Wash,Nevada,1995,37,4316,2.05,34.3,99,Other,2: Good,-115.052083,39.227083
514,Lahontan,Carson River,Nevada,1915,49,581,29.17,391.3,17536,Irrigation,2: Good,-119.06875,39.460352
515,Sevier Bridge,Sevier River,Utah,1914,28,408,37.49,446.7,13950,Irrigation,2: Good,-112.0302,39.372709
516,Homestake Dam,Middle Fork of Homestake River,Colorado,1967,81,608,1.21,56.6,81,Water supply,2: Good,-106.46163,39.367482
573,Mountain Home,Trinchera Creek,Colorado,1908,47,145,0.68,32,1,Irrigation,2: Good,-105.39218,37.392887
574,Lemon,Florida River,Colorado,1962,87,580,2.26,48.1,671,,2: Good,-107.659343,37.382549
575,Vallecito,Los Pinos River,Colorado,1940,49,582,9.84,154.7,3120,,2: Good,-107.572064,37.377799
576,Vermilion Valley,Mono Creek,California,1954,51,1291,6.69,154.2,2412,Water supply,2: Good,-118.985417,37.370232
569,Upper Enterprise,Little Pine Creek,Utah,1912,22,49,0.89,14.6,97,Irrigation,2: Good,-113.86166,37.517876
570,Williams Creek,Williams Creek,Colorado,1958,30,168,1.27,17.9,498,Recreation,2: Good,-107.222694,37.503946
571,Narraguinnep,Narraguinnep Canyon,Colorado,1908,35,2103,2.23,28,73,Irrigation,2: Good,-108.627786,37.483237
572,Jackson Gulch,Offstream West Mancos River,Colorado,1948,55,581,0.75,12.3,7,Irrigation,2: Good,-108.273317,37.399487
565,Recapture Creek,Recapture Creek,Utah,1984,43,884,0.49,19.7,128,Irrigation,2: Good,-109.437291,37.662211
566,Long Valley,Owens River,California,1941,38,181,16.02,226.3,7422,Recreation,2: Good,-118.707834,37.587829
567,McPhee,Delores,Colorado,1983,90,580,14.86,282.5,9433,Irrigation,2: Good,-108.571436,37.578215
568,Cascade 2,Offstream Elbert Creek,Colorado,1902,31,389,2.67,36.8,157,Hydroelectricity,2: Good,-107.805617,37.548048
561,Groundhog,Groundhog Creek,Colorado,1905,41,226,2.29,33.9,165,Irrigation,2: Good,-108.291307,37.79062
563,Panguitch Lake,Panguitch Creek,Utah,1872,9,81,4.11,29.3,133,Irrigation,2: Good,-112.631263,37.722445
564,Rio Grande,Rio Grande,Colorado,1890,36,183,2.61,91,2427,Irrigation,2: Good,-107.270318,37.72147
557,O'Shaughnessy,Tuolumne River,California,1923,95,274,6.78,444.1,12611,Water supply,2: Good,-119.787927,37.949378
558,Continental,North Clear Creek,Colorado,1932,37,94,1.81,39.2,727,Irrigation,2: Good,-107.206469,37.884367
559,Grant Lake,Rush Creek,California,1940,27,213,3.86,58.6,1103,Water supply,2: Good,-119.107292,37.858664
553,Gurley,Gurley Canyon,Colorado,1961,27,732,1.1,14.8,20,Irrigation,2: Good,-108.247879,38.034581
554,Cherry Valley,Cherry Creek,California,1956,96,802,6.71,337.4,4469,Irrigation,2: Good,-119.910579,37.977502
555,Lake Eleanor,Eleanor Creek,California,1918,19,384,3.96,35.3,2880,Water supply,2: Good,-119.880383,37.974799
549,Silver Jack,East Fork of Cimarron River,Colorado,1970,53,580,0.8,15.8,752,Irrigation,2: Good,-107.540387,38.230238
550,Rocky Ford,Beaver River,Utah,1914,21,480,2.81,47.8,2201,Irrigation,2: Good,-112.833768,38.21623
551,Main Strawberry,Stanislaus River,California,1916,44,187,0.74,22.6,1842,Water supply,2: Good,-119.985074,38.197774
545,Donnells,Middle Fork of Stanislaus River,California,1958,97,229,1.33,80.2,7502,Hydroelectricity,2: Good,-119.958792,38.331332
546,Bridgeport,East Walker River,California,1924,19,274,9.31,54.4,6814,Irrigation,2: Good,-119.212814,38.325225
547,Piute,Sevier River,Utah,1938,27,428,8.24,168.8,3125,Irrigation,2: Good,-112.191059,38.322692
477,Deer Creek,Provo River,Utah,1940,72,580,9.58,184.7,7363,Irrigation,2: Good,-111.525821,40.407034
478,Lake Loveland,Offstream Big Thompson River,Colorado,1894,14,488,1.81,19.3,30,Irrigation,2: Good,-105.086458,40.406729
480,Lone Tree,Offstream Big Thompson River,Colorado,1882,9,1554,2.09,13.7,31,Irrigation,2: Good,-105.126042,40.343023
473,Steinaker,OS,Utah,1960,49,581,2.65,41.1,53,Irrigation,2: Good,-109.53125,40.510417
474,Long Draw,La Poudre Pass Creek,Colorado,1975,27,558,1.19,17.5,46,Irrigation,2: Good,-105.773932,40.502021
471,Moon Lake,Lake Fork River,Utah,1937,31,580,3.07,44.2,518,Irrigation,2: Good,-110.489005,40.562222
472,Elkhead Creek,Elkhead Creek,Colorado,1979,29,354,1.64,22.8,1249,Fisheries,2: Good,-107.382901,40.558125
465,Terry Lake,Trib. Dry Creek,Colorado,1970,12,1623,1.91,12.3,398,Irrigation,2: Good,-105.083955,40.623918
466,Chambers Lake,Joe Wright Creek,Colorado,1924,18,648,1.04,14.1,119,Irrigation,2: Good,-105.844359,40.603605
467,Bor Jordanelle,Provo,Utah,1993,91,1128,10.58,458.9,3065,Water supply,2: Good,-111.422917,40.599261
468,Dixon Canyon,Cache la Poudre,Colorado,1948,73,580,6.42,210.1,83,Irrigation,2: Good,-105.164661,40.589614
461,South Fork,South Fork of Humboldt River,Nevada,1988,22,503,6.36,49.3,6857,Recreation,2: Good,-115.783548,40.68374
462,North Poudre 6,Trib. Cache la Poudre River,Colorado,1905,13,494,1.52,17.9,62,Irrigation,2: Good,-105.030238,40.673895
457,Little Dell,Mountain Dell,Utah,1993,68,518,0.68,30.8,296,Water supply,2: Good,-111.701575,40.770068
458,Smith and Morehouse Dam,Smith and Morehouse Creek,Utah,1987,28,671,0.6,13,392,Irrigation,2: Good,-111.104034,40.76266
460,Douglas,Dry Creek,Colorado,1901,14,853,1.83,14.4,255,Irrigation,2: Good,-105.087815,40.708039
454,Rawhide,Trib. Coal Creek,Colorado,1980,34,2195,1.91,25,85,Water supply,2: Good,-105.019943,40.849616
455,Willow Creek,Willow Creek,Colorado,1966,30,213,4.05,45.5,231,Recreation,2: Good,-106.948734,40.793559
456,Wanship,Weber River,Utah,1956,53,581,3.54,75.1,4522,Flood control,2: Good,-111.40263,40.787922
449,Echo,Weber River,Utah,1930,48,581,4.77,91.2,9954,Irrigation,2: Good,-111.430527,40.963948
450,East Canyon,East Canyon Creek,Utah,1965,79,579,2.13,59.3,2521,Irrigation,2: Good,-111.597917,40.919468
